Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Shipping Cost,Order Priority
ES-2014-4032097,09/04/2014,12/04/2014,First Class,AF-10885,338.33,Critical
ES-2012-4108483,18/06/2012,20/06/2012,Second Class,SJ-20500,338.1,Medium
ES-2013-5810502,31/12/2013,02/01/2014,First Class,DM-12955,337.93,High
CA-2014-138149,30/06/2014,01/07/2014,First Class,WB-21850,337.16,High
IT-2012-3796476,16/01/2012,18/01/2012,First Class,CC-12610,337.07,High
CG-2012-8310,12/06/2012,14/06/2012,First Class,BW-1065,336.65,Medium
IN-2014-39735,17/03/2014,22/03/2014,Second Class,BE-11455,336.02,Medium
ES-2012-4272278,13/11/2012,17/11/2012,Standard Class,TG-21640,335.95,High
CA-2013-107104,27/11/2013,01/12/2013,Standard Class,MS-17365,335.64,Medium
CA-2012-156104,06/12/2012,08/12/2012,Second Class,NP-18685,334.26,Critical
ES-2014-4856325,16/05/2014,19/05/2014,First Class,VM-21685,334.23,High
CA-2014-145219,25/12/2014,26/12/2014,First Class,RM-19675,334.15,Critical
MX-2014-120026,22/12/2014,24/12/2014,First Class,SC-20695,333.15,High
ID-2013-12295,14/09/2013,14/09/2013,Same Day,SN-20560,333.1,Medium
ID-2013-10636,07/01/2013,13/01/2013,Standard Class,CD-12280,333.06,Medium
ES-2014-5554891,27/06/2014,27/06/2014,Same Day,CC-12100,333.02,Critical
ES-2012-5464624,13/07/2012,16/07/2012,Second Class,BG-11035,332.96,Critical
IN-2014-59426,11/02/2014,11/02/2014,Same Day,CC-12550,332.2,Critical
IN-2014-59202,29/05/2014,05/06/2014,Standard Class,AB-10105,332.14,Low
IN-2014-44257,16/04/2014,18/04/2014,Second Class,SV-20785,332.13,High
ES-2014-3860822,27/11/2014,29/11/2014,First Class,HW-14935,330.51,Critical
IN-2011-23530,09/11/2011,11/11/2011,First Class,AS-10285,330.01,Critical
ES-2014-5991471,18/09/2014,18/09/2014,Same Day,LD-16855,329.73,High
MX-2014-127656,24/02/2014,27/02/2014,First Class,NS-18505,329.58,High
MX-2013-154886,03/09/2013,05/09/2013,First Class,CM-12715,328.66,Critical
IN-2013-36963,23/12/2013,25/12/2013,First Class,VG-21805,328.35,Critical
GH-2014-6410,17/06/2014,19/06/2014,First Class,JD-6060,327.94,Critical
ID-2014-41597,15/03/2014,17/03/2014,Second Class,MG-17680,327.81,High
IN-2014-47449,12/07/2014,13/07/2014,First Class,CD-12280,327.55,Medium
ES-2014-4622860,09/06/2014,12/06/2014,First Class,DB-13210,327.11,Critical
ES-2014-2538638,15/10/2014,17/10/2014,Second Class,CS-11860,326.35,Critical
IN-2014-32084,06/08/2014,09/08/2014,Second Class,AF-10885,326.32,High
ES-2012-3954494,07/12/2012,07/12/2012,Same Day,GG-14650,326.27,High
ID-2012-79551,25/12/2012,28/12/2012,Second Class,BN-11470,326.27,Medium
IR-2013-1770,17/06/2013,18/06/2013,First Class,BS-1665,325.93,Medium
IN-2014-13597,03/11/2014,07/11/2014,Standard Class,AC-10450,325.54,Medium
ES-2012-5967582,28/05/2012,31/05/2012,First Class,CK-12205,325.45,Critical
ES-2013-1215823,17/08/2013,20/08/2013,Second Class,JD-16150,325.32,Critical
UP-2011-5440,03/06/2011,05/06/2011,First Class,CC-2550,325.04,Critical
IT-2011-1646767,14/07/2011,15/07/2011,First Class,MS-17830,324.98,Critical
CA-2011-122931,29/09/2011,03/10/2011,Standard Class,SM-20950,324.93,High
ES-2011-3805636,17/10/2011,24/10/2011,Standard Class,GT-14710,324.09,Low
IN-2011-40155,14/11/2011,20/11/2011,Standard Class,CL-12700,323.75,Medium
ES-2014-5084020,14/07/2014,18/07/2014,Second Class,MM-17920,321.54,High
MX-2014-108532,03/06/2014,05/06/2014,First Class,CM-12160,321.42,High
IN-2014-74847,15/12/2014,17/12/2014,Second Class,DB-13060,321.36,High
MZ-2014-140,28/06/2014,28/06/2014,Same Day,JW-5220,321.23,Critical
US-2014-154487,20/12/2014,24/12/2014,Standard Class,BN-11470,320.96,High
IN-2012-72964,06/02/2012,09/02/2012,First Class,JC-15775,320.92,Critical
MX-2011-146584,21/01/2011,27/01/2011,Standard Class,HL-15040,320.38,Low
MX-2012-144848,03/08/2012,05/08/2012,First Class,LH-16900,320.29,Medium
ID-2014-27163,27/10/2014,31/10/2014,Second Class,DV-13045,320.28,High
IN-2012-26274,27/02/2012,04/03/2012,Standard Class,BT-11530,320.27,Medium
IR-2012-660,11/06/2012,12/06/2012,First Class,BM-1650,319.58,Critical
IN-2011-44901,23/02/2011,26/02/2011,First Class,MG-18205,319.53,High
CA-2014-152975,15/09/2014,17/09/2014,First Class,RB-19705,319.04,High
MX-2013-123463,20/07/2013,27/07/2013,Standard Class,FC-14245,318.17,Low
MX-2013-165064,29/03/2013,01/04/2013,Second Class,TT-21220,318.08,High
IN-2014-48261,23/10/2014,25/10/2014,First Class,CY-12745,317.81,Critical
MX-2014-126711,24/06/2014,26/06/2014,Second Class,SJ-20215,317.17,High
MX-2013-141474,30/10/2013,05/11/2013,Standard Class,PB-18805,316.76,Low
IN-2013-20177,04/05/2013,06/05/2013,First Class,RW-19690,316.59,High
CA-2014-141733,08/05/2014,12/05/2014,Standard Class,RW-19540,315.73,High
ZA-2011-8980,08/09/2011,10/09/2011,Second Class,DB-3360,315.57,Critical
ES-2012-2183106,22/04/2012,26/04/2012,Standard Class,DK-13150,315.29,Medium
SF-2013-9730,30/10/2013,04/11/2013,Second Class,RW-9540,314.81,High
IN-2011-74490,16/04/2011,17/04/2011,First Class,PS-19045,314.7,High
CA-2012-102281,12/10/2012,14/10/2012,First Class,MP-17470,314.38,Critical
CA-2014-120138,26/05/2014,26/05/2014,Same Day,TB-21625,314.27,Critical
IN-2014-10979,31/10/2014,04/11/2014,Standard Class,MO-17800,314.15,Medium
IN-2013-72740,12/04/2013,14/04/2013,First Class,NF-18475,313.71,Critical
IN-2013-15277,11/11/2013,11/11/2013,Same Day,MR-17545,313.66,Critical
IT-2012-2619984,13/10/2012,17/10/2012,Standard Class,CB-12415,313.58,High
ID-2012-81056,13/10/2012,16/10/2012,Second Class,LC-17050,313.52,Critical
IN-2014-27303,30/01/2014,03/02/2014,Standard Class,RA-19885,313.45,High
CG-2012-6760,12/10/2012,16/10/2012,Second Class,MG-8145,313.31,Medium
CA-2013-114489,06/12/2013,10/12/2013,Standard Class,JE-16165,312.22,High
CA-2014-160885,03/12/2014,07/12/2014,Standard Class,JK-16090,312.14,High
ID-2013-69345,19/09/2013,23/09/2013,Standard Class,EM-13960,311.14,High
MX-2012-122756,31/12/2012,05/01/2013,Standard Class,DJ-13420,310.75,High
ES-2014-4107155,29/12/2014,31/12/2014,Second Class,CD-11920,310.17,High
MX-2013-147844,15/11/2013,19/11/2013,Standard Class,BO-11425,309.75,High
CA-2011-116246,12/09/2011,17/09/2011,Second Class,LW-17215,309.69,Medium
CA-2014-143686,15/05/2014,15/05/2014,Same Day,PJ-19015,309.52,High
ID-2014-27765,08/09/2014,11/09/2014,First Class,KM-16720,309.11,Medium
ES-2013-5135305,17/06/2013,19/06/2013,First Class,SV-20785,309,High
MX-2011-131478,08/12/2011,08/12/2011,Same Day,BG-11695,308.66,High
IN-2014-57837,19/09/2014,21/09/2014,Second Class,CS-12130,307.98,High
CA-2013-133711,27/11/2013,30/11/2013,First Class,MC-17425,307.85,Medium
IZ-2014-7800,10/02/2014,14/02/2014,Standard Class,BD-1635,307.83,High
ES-2014-1107818,08/02/2014,11/02/2014,First Class,RF-19345,307.43,High
ID-2013-60896,05/08/2013,07/08/2013,First Class,JE-16165,307.25,Critical
IR-2014-890,15/04/2014,18/04/2014,First Class,MG-7680,305.98,Critical
CA-2011-163223,21/03/2011,25/03/2011,Standard Class,KH-16690,305.29,Medium
IN-2014-16887,05/05/2014,07/05/2014,Second Class,CC-12475,305.27,High
ES-2013-1525878,04/11/2013,06/11/2013,Second Class,LT-16765,305.25,Critical
ES-2014-3691479,10/06/2014,12/06/2014,First Class,FH-14365,305.2,Medium
ES-2012-3533091,31/08/2012,02/09/2012,Second Class,BF-10975,305.16,Critical
IN-2013-72390,20/06/2013,22/06/2013,Second Class,CJ-12010,304.95,Critical
HU-2014-960,23/08/2014,28/08/2014,Standard Class,SH-9975,304.75,Medium
US-2012-110436,28/05/2012,29/05/2012,First Class,SL-20155,304.53,Critical
LI-2014-5380,19/05/2014,21/05/2014,Second Class,NC-8340,304.5,Critical
SF-2013-8920,29/04/2013,30/04/2013,First Class,JB-5400,304.36,Critical
MX-2014-117051,12/10/2014,15/10/2014,First Class,TB-21250,303.65,High
MX-2014-133830,15/04/2014,17/04/2014,First Class,PS-18970,303.63,Critical
ES-2014-3540255,28/11/2014,03/12/2014,Standard Class,BB-11545,303.59,High
GG-2012-8530,11/05/2012,13/05/2012,Second Class,SG-10470,303.45,High
IN-2013-60546,18/06/2013,24/06/2013,Standard Class,SP-20920,302.99,Medium
IN-2012-44278,04/05/2012,06/05/2012,Second Class,NZ-18565,302.82,High
IN-2011-35178,11/11/2011,15/11/2011,Standard Class,Dp-13240,302.61,Medium
ES-2014-2421154,24/12/2014,24/12/2014,Same Day,GZ-14470,302.55,Medium
MX-2014-123512,15/05/2014,19/05/2014,Standard Class,AH-10075,302.48,High
PL-2014-9210,09/12/2014,12/12/2014,First Class,CB-2025,302.14,High
IN-2011-43375,07/12/2011,11/12/2011,Standard Class,SC-20050,302.01,High
IT-2013-4559122,10/09/2013,15/09/2013,Second Class,AM-10705,301.73,Medium
AL-2011-7440,03/03/2011,05/03/2011,Second Class,SC-10230,301.73,High
ID-2012-39903,02/01/2012,06/01/2012,Standard Class,JS-15595,301.26,High
ID-2012-48639,30/10/2012,03/11/2012,Standard Class,BS-11380,300.6,Medium
IN-2013-42864,19/11/2013,19/11/2013,Same Day,TC-21295,300.5,High
RS-2013-7430,15/08/2013,17/08/2013,Second Class,JL-5130,299.4,Medium
IN-2013-41975,08/06/2013,08/06/2013,Same Day,Dp-13240,299.12,High
IN-2014-78725,02/10/2014,06/10/2014,Standard Class,NF-18385,298.83,High
ES-2014-4089082,27/02/2014,03/03/2014,Standard Class,AS-10090,298.77,High
IN-2013-11938,31/10/2013,04/11/2013,Standard Class,EL-13735,298.63,Medium
IN-2013-34170,18/12/2013,25/12/2013,Standard Class,FH-14275,298.44,Medium
IN-2014-53427,09/05/2014,15/05/2014,Standard Class,LT-16765,297.81,Low
IN-2014-41786,04/07/2014,08/07/2014,Standard Class,BN-11470,297.2,Medium
ES-2012-1691714,17/05/2012,21/05/2012,Standard Class,BP-11230,296.98,High
IN-2011-51740,03/08/2011,06/08/2011,Second Class,DM-13525,296.68,Critical
CA-2013-107783,29/07/2013,30/07/2013,First Class,OT-18730,296.1,High
CD-2013-4900,14/02/2013,16/02/2013,Second Class,SM-10320,296.08,Critical
IN-2012-63787,23/05/2012,23/05/2012,Same Day,PM-19135,296.01,Critical
MW-2014-7130,04/08/2014,09/08/2014,Second Class,TS-11430,295.74,Medium
MX-2013-147690,13/11/2013,18/11/2013,Standard Class,TS-21340,294.97,High
IN-2014-34317,12/02/2014,14/02/2014,Second Class,AM-10705,294.73,Medium
MX-2014-127005,11/11/2014,14/11/2014,First Class,LS-17245,294.57,Critical
IN-2013-26519,30/03/2013,01/04/2013,First Class,DR-12940,294.55,Medium
CA-2013-1260,24/08/2013,26/08/2013,Second Class,DW-3480,294.25,Medium
CA-2014-123967,02/11/2014,04/11/2014,Second Class,SF-20200,294.17,Medium
IN-2013-57914,19/08/2013,21/08/2013,Second Class,CM-11815,293.78,Medium
ES-2014-2598901,29/05/2014,31/05/2014,Second Class,FG-14260,293.46,Critical
IR-2012-1470,22/08/2012,29/08/2012,Standard Class,KN-6705,293.12,Low
WA-2014-7260,05/07/2014,05/07/2014,Same Day,TB-11520,293.07,High
IT-2012-2093927,14/03/2012,17/03/2012,First Class,GM-14440,291.93,High
CA-2014-113418,02/10/2014,04/10/2014,First Class,CM-12655,291.68,High
MX-2014-167325,16/09/2014,18/09/2014,First Class,JB-15400,291.63,High
IN-2014-68057,07/08/2014,12/08/2014,Standard Class,JS-16030,291.06,Medium
IN-2013-16999,09/09/2013,09/09/2013,Same Day,AM-10705,290.69,High
MX-2014-139164,08/09/2014,11/09/2014,First Class,SF-20200,290.52,Critical
CA-2011-145387,31/10/2011,02/11/2011,Second Class,AM-10705,289.82,Medium
MX-2012-131758,17/10/2012,21/10/2012,Standard Class,JF-15295,289.52,High
ID-2014-74238,17/02/2014,18/02/2014,First Class,KH-16510,289.32,High
IN-2012-27583,24/02/2012,29/02/2012,Standard Class,DL-13330,289.17,Medium
IN-2012-56073,03/12/2012,10/12/2012,Standard Class,KN-16390,288.98,Medium
IN-2012-37698,12/12/2012,14/12/2012,First Class,SV-20935,288.75,Critical
IN-2014-25063,16/06/2014,21/06/2014,Standard Class,MD-17860,288.63,High
ES-2012-5420110,20/12/2012,22/12/2012,First Class,LS-17200,288.47,High
MX-2014-169313,13/05/2014,17/05/2014,Standard Class,JM-15865,288.1,High
CA-2014-158729,20/12/2014,22/12/2014,First Class,AC-10450,287.77,High
IN-2014-80286,07/11/2014,11/11/2014,Standard Class,CM-12445,287.24,High
IT-2013-3695467,10/06/2013,14/06/2013,Standard Class,SS-20140,286.87,Medium
IN-2012-75904,10/05/2012,12/05/2012,First Class,BW-11110,286.74,High
IN-2013-71333,13/09/2013,13/09/2013,Same Day,JE-15610,286.67,Critical
IN-2013-25560,25/07/2013,28/07/2013,First Class,GH-14425,286.57,Medium
IN-2014-25847,11/10/2014,14/10/2014,Second Class,JK-16090,286.53,High
MX-2011-125045,22/11/2011,25/11/2011,First Class,SM-20320,286.46,Critical
CA-2013-128818,08/05/2013,12/05/2013,Standard Class,CJ-12010,286.44,Medium
US-2014-168046,25/10/2014,25/10/2014,Same Day,GR-14560,286.37,Critical
US-2012-100377,28/08/2012,01/09/2012,Standard Class,TS-21370,286.3,Medium
MA-2013-1850,14/10/2013,15/10/2013,First Class,DH-3675,286.2,Critical
RS-2011-3350,14/02/2011,16/02/2011,Second Class,MM-8280,286.19,Critical
IR-2011-7220,11/03/2011,13/03/2011,Second Class,PM-9135,285.83,Critical
IN-2012-50207,03/08/2012,08/08/2012,Standard Class,GH-14425,285.65,High
ID-2012-17601,20/12/2012,23/12/2012,First Class,JM-15865,285.61,Critical
ES-2012-2224678,03/08/2012,07/08/2012,Standard Class,CM-12115,285.12,High
IN-2012-50788,20/06/2012,22/06/2012,First Class,SC-20845,284.81,High
MO-2013-60,08/02/2013,09/02/2013,First Class,GP-4740,284.7,Critical
ES-2011-5752766,28/09/2011,03/10/2011,Standard Class,AF-10870,284.51,Medium
IT-2012-5541212,23/06/2012,26/06/2012,Second Class,TS-21505,284.19,High
MX-2013-148453,20/12/2013,22/12/2013,First Class,CR-12730,283.93,Medium
ID-2011-66475,29/08/2011,05/09/2011,Standard Class,BM-11575,283.36,Low
ES-2014-5295631,18/07/2014,18/07/2014,Same Day,AH-10030,283.25,Critical
IN-2011-76758,06/12/2011,13/12/2011,Standard Class,AG-10495,283.09,Medium
ES-2014-1015287,16/04/2014,16/04/2014,Same Day,BN-11470,282.58,Critical
CA-2014-136308,17/11/2014,17/11/2014,Same Day,MW-18235,282.43,High
AU-2011-0,02/09/2011,02/09/2011,Same Day,AG-675,282.09,Critical
ES-2013-2003988,01/08/2013,02/08/2013,First Class,SW-20755,281.82,High
ES-2014-1356130,06/08/2014,07/08/2014,First Class,SK-19990,280.54,Critical
IN-2014-34632,20/11/2014,23/11/2014,First Class,MP-18175,280.47,Medium
MX-2012-111178,04/05/2012,09/05/2012,Standard Class,AG-10900,279.53,Medium
MO-2012-100,27/08/2012,31/08/2012,Standard Class,AJ-960,279.11,High
UP-2013-910,24/12/2013,29/12/2013,Second Class,MC-7275,278.98,Medium
IT-2013-2494403,29/01/2013,31/01/2013,Second Class,JF-15295,278.75,High
CA-2013-162236,05/11/2013,07/11/2013,Second Class,ER-13855,278.5,Critical
IN-2012-44068,30/11/2012,04/12/2012,Second Class,EJ-13720,278.13,High
MX-2013-137330,21/05/2013,23/05/2013,Second Class,MS-17365,277.93,High
CA-2011-108609,31/10/2011,02/11/2011,Second Class,AJ-10780,277.66,Critical
ES-2014-1393638,27/06/2014,28/06/2014,First Class,DH-13675,277.29,Medium
CA-2011-164973,04/11/2011,09/11/2011,Standard Class,NM-18445,276.89,High
MX-2013-105585,25/07/2013,28/07/2013,First Class,HE-14800,276.71,Medium
CA-2011-116666,08/05/2011,10/05/2011,First Class,KT-16480,276.7,Medium
IN-2011-33183,27/10/2011,29/10/2011,Second Class,SB-20170,276.29,Medium
CA-2013-139997,02/07/2013,04/07/2013,First Class,EM-14140,276.23,Medium
IN-2012-83471,26/12/2012,27/12/2012,First Class,VT-21700,275.91,Critical
US-2012-126214,21/12/2012,24/12/2012,Second Class,JS-15880,275.6,High
IN-2012-80391,07/05/2012,10/05/2012,First Class,BC-11125,275.57,Medium
IN-2011-19330,08/01/2011,12/01/2011,Second Class,NF-18595,275.52,Medium
CA-2013-147256,18/10/2013,22/10/2013,Second Class,FC-14245,274.82,High
CA-2012-8790,07/07/2012,09/07/2012,First Class,RH-9600,274.75,High
IT-2011-4752666,18/06/2011,20/06/2011,Second Class,RB-19330,274.63,High
ES-2012-2287053,10/01/2012,11/01/2012,First Class,CS-11950,274.58,Critical
ES-2014-4472745,11/02/2014,15/02/2014,Standard Class,BW-11110,273.88,High
CA-2013-155845,13/08/2013,16/08/2013,Second Class,CM-12235,273.79,High
IN-2012-53420,12/04/2012,14/04/2012,Second Class,LW-16825,273.63,Critical
ES-2014-5474746,03/01/2014,04/01/2014,Same Day,RD-19585,273.57,High
CA-2013-110492,12/02/2013,14/02/2013,First Class,JS-15880,273.44,Critical
IN-2014-58460,13/12/2014,19/12/2014,Standard Class,BT-11680,271.59,Medium
US-2014-102890,01/07/2014,01/07/2014,Same Day,SG-20470,271.32,High
CA-2014-141789,04/10/2014,07/10/2014,First Class,AC-10450,271.12,Medium
IT-2014-2185471,07/10/2014,08/10/2014,First Class,TB-21175,271.01,Critical
UP-2013-1070,20/06/2013,24/06/2013,Standard Class,MD-7860,270.65,High
IN-2014-79544,11/07/2014,14/07/2014,First Class,JH-16180,270.56,High
ES-2014-3535439,24/04/2014,27/04/2014,Second Class,CC-12145,270.26,Medium
MX-2011-134705,04/05/2011,08/05/2011,Standard Class,XP-21865,269.94,High
IN-2011-10055,06/10/2011,10/10/2011,Standard Class,TS-21370,269.89,Medium
MX-2014-157077,12/11/2014,16/11/2014,Standard Class,ML-17410,269.76,High
CA-2014-122490,14/11/2014,19/11/2014,Standard Class,TT-21070,269.03,Medium
ES-2013-1706935,05/04/2013,08/04/2013,First Class,BS-11665,268.19,Medium
US-2013-126452,22/08/2013,29/08/2013,Standard Class,SC-20230,268.1,Low
IT-2014-3335279,10/07/2014,14/07/2014,Second Class,CA-11965,268.04,High
IN-2014-78186,06/10/2014,12/10/2014,Standard Class,QJ-19255,267.93,Medium
MX-2013-101077,01/06/2013,07/06/2013,Standard Class,RE-19450,267.78,Low
SF-2012-9340,20/08/2012,22/08/2012,First Class,CP-2085,267.64,Critical
RS-2011-7040,30/08/2011,30/08/2011,Same Day,JK-5730,266.4,High
ES-2012-5708011,04/12/2012,05/12/2012,First Class,HZ-14950,266.02,Critical
ID-2014-42262,13/10/2014,18/10/2014,Standard Class,AR-10570,266,High
IT-2013-4354136,19/12/2013,21/12/2013,Second Class,EH-14005,265.85,Critical
IN-2012-29130,16/06/2012,22/06/2012,Standard Class,JR-15700,265.46,Medium
IN-2013-47071,20/08/2013,20/08/2013,Same Day,PL-18925,265.14,Critical
MX-2012-132038,21/06/2012,25/06/2012,Standard Class,TC-21145,264.89,High
MX-2012-167892,23/05/2012,25/05/2012,First Class,DG-13300,264.43,Medium
ES-2013-4477075,30/04/2013,03/05/2013,First Class,LW-16990,263.82,Medium
ES-2012-5168556,15/06/2012,15/06/2012,Same Day,Dl-13600,263.71,High
ES-2013-4100927,18/12/2013,22/12/2013,Standard Class,SC-20095,263.47,High
CA-2014-131254,20/11/2014,22/11/2014,First Class,NC-18415,263.47,High
ID-2014-29032,21/07/2014,25/07/2014,Standard Class,EB-13930,263.01,High
US-2014-167402,14/01/2014,19/01/2014,Second Class,CP-12085,262.42,Medium
MX-2013-140382,26/02/2013,01/03/2013,First Class,SM-20005,262.11,Medium
IT-2011-3410434,26/11/2011,30/11/2011,Standard Class,JR-15670,262.11,High
IN-2012-51810,20/08/2012,24/08/2012,Standard Class,CM-12160,261.87,Medium
IN-2012-76408,24/05/2012,28/05/2012,Standard Class,DL-12925,261.52,High
MX-2011-115686,04/11/2011,08/11/2011,Standard Class,FM-14290,261.26,High
IN-2011-17594,22/09/2011,27/09/2011,Second Class,DP-13165,261.08,High
IN-2013-85662,17/10/2013,19/10/2013,Second Class,CK-12595,260.6,Critical
IN-2013-42269,05/06/2013,09/06/2013,Standard Class,GM-14440,260.29,Medium
ES-2013-5114628,14/05/2013,16/05/2013,Second Class,CM-11830,259.97,High
CA-2011-126683,29/09/2011,01/10/2011,Second Class,PP-18955,259.81,High
CA-2014-167752,16/01/2014,19/01/2014,First Class,RW-19690,259.62,High
IN-2013-52552,21/10/2013,24/10/2013,Second Class,MM-17260,259.57,Critical
ES-2014-2648154,11/08/2014,14/08/2014,First Class,ME-17320,259.34,Critical
MX-2013-115742,04/05/2013,08/05/2013,Standard Class,CS-12490,259.25,High
IT-2013-1659438,15/07/2013,15/07/2013,Same Day,GH-14410,259.12,Critical
CA-2011-167199,07/01/2011,11/01/2011,Standard Class,ME-17320,258.99,High
MX-2014-107181,02/12/2014,06/12/2014,Second Class,MC-17635,258.96,Medium
MX-2014-124002,08/01/2014,13/01/2014,Standard Class,VT-21700,258.84,Medium
US-2014-165456,01/12/2014,04/12/2014,First Class,TB-21625,258.42,Critical
IN-2014-25091,27/06/2014,27/06/2014,Same Day,SJ-20215,258.02,High
IN-2011-24832,12/03/2011,17/03/2011,Standard Class,CD-11920,257.63,Medium
ID-2013-71522,15/01/2013,21/01/2013,Standard Class,TA-21385,257.24,Low
IT-2011-2051710,19/11/2011,21/11/2011,Second Class,DJ-13420,257.16,Critical
IN-2012-60126,28/08/2012,02/09/2012,Second Class,DP-13105,257.16,Medium
QA-2014-940,24/12/2014,28/12/2014,Standard Class,LM-7065,256.87,High
ES-2012-2930191,16/06/2012,20/06/2012,Standard Class,AR-10510,256.7,High
IN-2013-50214,11/07/2013,15/07/2013,Standard Class,JH-15910,256.64,Medium
IN-2012-33288,22/05/2012,25/05/2012,Second Class,PC-19000,256.26,High
ES-2014-2565448,05/08/2014,09/08/2014,Standard Class,CM-12235,255.92,High
CG-2014-4630,12/08/2014,15/08/2014,Second Class,DK-3375,255.69,Critical
ES-2013-2453999,05/01/2013,10/01/2013,Standard Class,EG-13900,255.56,Medium
ID-2014-68183,29/12/2014,31/12/2014,First Class,AH-10075,255.42,Medium
IN-2013-48324,27/02/2013,04/03/2013,Standard Class,DK-12895,255.36,High
IN-2013-83191,16/12/2013,20/12/2013,Standard Class,AS-10630,255.36,Medium
US-2012-158323,04/07/2012,04/07/2012,Same Day,CL-11890,255.17,Critical
ES-2012-3552576,20/08/2012,24/08/2012,Standard Class,CA-12265,254.92,High
CA-2013-162355,01/07/2013,03/07/2013,Second Class,PF-19165,254.77,Critical
ES-2012-5359319,03/07/2012,07/07/2012,Standard Class,DB-12970,254.54,High
ES-2014-3182169,29/11/2014,04/12/2014,Standard Class,PC-19000,254.47,Medium
IN-2011-52209,08/04/2011,13/04/2011,Standard Class,VS-21820,254.37,High
CA-2013-106530,09/05/2013,09/05/2013,Same Day,CL-12565,254.13,Critical
